tweet_id,timestamp,text,expanded_urls,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,jpg_url,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count,dog_type,rating,dog_breed
8.89639E+17,7/25/2017 0:10,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,None,None,None,None,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_bulldog,0.99165,TRUE,boxer,0.00212864,TRUE,Staffordshire_bullterrier,0.00149818,TRUE,26388,4384,,1.2,French_bulldog
8.89531E+17,7/24/2017 17:02,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,None,None,None,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever,0.953442,TRUE,Labrador_retriever,0.0138341,TRUE,redbone,0.00795775,TRUE,14716,2177,puppo,1.3,golden_retriever
8.89279E+17,7/24/2017 0:19,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,None,None,None,None,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,0.626152,TRUE,borzoi,0.194742,TRUE,Saluki,0.0273507,TRUE,24573,5199,,1.3,whippet
8.88917E+17,7/23/2017 0:22,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,None,None,None,None,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,0.714719,TRUE,Tibetan_mastiff,0.120184,TRUE,Labrador_retriever,0.105506,TRUE,28346,4354,,1.2,golden_retriever
8.88805E+17,7/22/2017 16:56,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,None,None,None,None,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,0.46976,TRUE,Labrador_retriever,0.184172,TRUE,English_setter,0.0734817,TRUE,24873,4138,,1.3,golden_retriever
8.88555E+17,7/22/2017 0:23,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,None,None,None,None,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,0.700377,TRUE,Eskimo_dog,0.166511,TRUE,malamute,0.111411,TRUE,19299,3423,,1.3,Siberian_husky
8.88078E+17,7/20/2017 16:49,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,None,None,None,None,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,0.995026,TRUE,pug,0.000931908,TRUE,bull_mastiff,0.000903211,TRUE,21176,3371,,1.2,French_bulldog
8.87705E+17,7/19/2017 16:06,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,None,None,None,None,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,TRUE,redbone,0.0875815,TRUE,Weimaraner,0.0262364,TRUE,29393,5204,,1.3,basset
8.87517E+17,7/19/2017 3:39,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,,None,None,None,None,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,limousine,0.130432,FALSE,tow_truck,0.0291754,FALSE,shopping_cart,0.0263208,FALSE,45045,11321,,1.4,None
8.87474E+17,7/19/2017 0:47,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,None,None,None,None,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,0.809197,TRUE,Rhodesian_ridgeback,0.05495,TRUE,beagle,0.0389148,TRUE,67091,17561,,1.3,Pembroke
8.87343E+17,7/18/2017 16:08,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,,None,None,None,None,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,0.330741,TRUE,sea_lion,0.275645,FALSE,Weimaraner,0.134203,TRUE,32773,10086,,1.3,Mexican_hairless
8.87101E+17,7/18/2017 0:07,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,,None,None,None,None,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,TRUE,Eskimo_dog,0.0350295,TRUE,Staffordshire_bullterrier,0.0297047,TRUE,29763,5766,,1.2,Samoyed
8.86983E+17,7/17/2017 16:17,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,None,None,None,None,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,TRUE,toy_terrier,0.143528,TRUE,can_opener,0.0322529,FALSE,34175,7514,,1.3,Chihuahua
8.86737E+17,7/16/2017 23:58,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,None,None,None,None,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,TRUE,Great_Pyrenees,0.186136,TRUE,Dandie_Dinmont,0.0863463,TRUE,11719,3160,,1.3,kuvasz
8.8668E+17,7/16/2017 20:14,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,None,None,None,None,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,convertible,0.738995,FALSE,sports_car,0.139952,FALSE,car_wheel,0.0441727,FALSE,21852,4320,,1.3,None
8.86366E+17,7/15/2017 23:25,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,None,None,pupper,None,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,0.999201,TRUE,Chihuahua,0.000361178,TRUE,Boston_bull,7.56E-05,TRUE,20623,3096,pupper,1.2,French_bulldog
8.86258E+17,7/15/2017 16:17,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,None,None,None,None,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575,TRUE,shower_cap,0.0252856,FALSE,Siamese_cat,0.00284892,FALSE,27251,6098,,1.3,pug
8.85985E+17,7/14/2017 22:10,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,None,None,None,None,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,0.972494,TRUE,Shih-Tzu,0.00663012,TRUE,Bernese_mountain_dog,0.00623915,TRUE,31729,6555,,1.2,Blenheim_spaniel
8.85529E+17,7/13/2017 15:58,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,None,None,None,None,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,TRUE,Labrador_retriever,0.265835,TRUE,kuvasz,0.134697,TRUE,35008,6215,,1.3,pug
8.85168E+17,7/12/2017 16:03,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,,None,None,None,None,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.812482,TRUE,Siberian_husky,0.0717125,TRUE,Eskimo_dog,0.0557697,TRUE,21324,4243,,1.3,malamute
8.84926E+17,7/12/2017 0:01,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,None,None,None,None,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,0.259916,TRUE,American_Staffordshire_terrier,0.198451,TRUE,Staffordshire_bullterrier,0.127725,TRUE,75211,17656,,1.2,Italian_greyhound
8.84877E+17,7/11/2017 20:47,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,None,None,None,None,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103,TRUE,Norwich_terrier,0.106075,TRUE,Norfolk_terrier,0.0373485,TRUE,27147,5439,,1.3,chow
8.84563E+17,7/11/2017 0:00,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,None,None,None,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.546406,TRUE,French_bulldog,0.404291,TRUE,Brabancon_griffon,0.0440019,TRUE,23629,4537,,1.3,pug
8.84442E+17,7/10/2017 15:58,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,,None,None,None,None,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225,TRUE,Cardigan,0.00321648,TRUE,Chihuahua,0.00208089,TRUE,26284,5487,,1.4,Pembroke
8.84163E+17,7/9/2017 21:29,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,None,None,None,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,0.707046,TRUE,malinois,0.199396,TRUE,Norwegian_elkhound,0.0491476,TRUE,19815,2887,doggo,1.2,German_shepherd
8.83838E+17,7/9/2017 0:00,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,None,None,None,None,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946,TRUE,miniature_pinscher,0.299603,TRUE,kelpie,0.0630203,TRUE,21310,3336,,1.2,Doberman
8.83483E+17,7/8/2017 0:28,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,None,None,None,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,0.943082,TRUE,Labrador_retriever,0.032409,TRUE,kuvasz,0.00550072,TRUE,44678,9615,,0.5,golden_retriever
8.83361E+17,7/7/2017 16:22,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,None,floofer,None,None,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,TRUE,Tibetan_mastiff,0.00709872,TRUE,Newfoundland,0.00214033,TRUE,22081,3591,floofer,1.3,chow
8.83118E+17,7/7/2017 0:17,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,,None,None,None,None,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,0.949562,TRUE,Labrador_retriever,0.0459479,TRUE,kuvasz,0.00247094,TRUE,36169,6452,,1.3,golden_retriever
8.82992E+17,7/6/2017 15:58,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,None,None,None,None,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,0.466778,TRUE,Siberian_husky,0.406044,TRUE,dingo,0.0734144,FALSE,23292,3803,,1.3,Eskimo_dog
8.82763E+17,7/6/2017 0:46,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,None,None,pupper,None,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,0.85005,TRUE,Chesapeake_Bay_retriever,0.074257,TRUE,flat-coated_retriever,0.0155794,TRUE,27540,4745,pupper,1.2,Labrador_retriever
8.82627E+17,7/5/2017 15:48,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,None,None,None,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,TRUE,Chihuahua,0.251988,TRUE,Cardigan,0.107699,TRUE,27186,5903,,1.3,Pembroke
8.82268E+17,7/4/2017 16:01,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,None,None,None,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,0.762211,TRUE,Labrador_retriever,0.0989849,TRUE,cocker_spaniel,0.0171995,TRUE,43738,11231,,1.3,golden_retriever
8.82046E+17,7/4/2017 1:18,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,None,None,None,None,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,web_site,0.949591,FALSE,dhole,0.0173258,FALSE,golden_retriever,0.00694063,TRUE,28560,4799,,1.3,golden_retriever
8.81907E+17,7/3/2017 16:04,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,None,None,None,None,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539,TRUE,Chesapeake_Bay_retriever,0.278966,TRUE,koala,0.127017,FALSE,23669,3290,,1.2,Weimaraner
8.81667E+17,7/3/2017 0:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,None,None,None,None,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,TRUE,Afghan_hound,0.250003,TRUE,golden_retriever,0.160739,TRUE,49254,10351,pupper,1.3,Saluki
8.81536E+17,7/2/2017 15:32,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,,None,None,pupper,None,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,0.281463,TRUE,Angora,0.272066,FALSE,Persian_cat,0.114854,FALSE,48118,15473,pupper,1.4,Samoyed
8.81268E+17,7/1/2017 21:49,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,None,None,None,None,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,tusker,0.473303,FALSE,Indian_elephant,0.245646,FALSE,ibex,0.0556607,FALSE,22511,5026,,1.2,None
8.80936E+17,6/30/2017 23:47,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,None,None,None,None,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,street_sign,0.251801,FALSE,umbrella,0.115123,FALSE,traffic_light,0.0695338,FALSE,16606,2701,,1.3,None
8.80872E+17,6/30/2017 19:35,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,,None,None,None,None,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416,TRUE,Norwich_terrier,0.0613929,TRUE,Chihuahua,0.0337257,TRUE,20704,3712,,1.2,Pembroke
8.80466E+17,6/29/2017 16:39,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,None,None,None,None,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,0.913255,TRUE,Labrador_retriever,0.0263286,TRUE,cocker_spaniel,0.00937082,TRUE,27784,6087,,1.2,golden_retriever
8.80221E+17,6/29/2017 0:27,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,None,None,None,None,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525,TRUE,meerkat,0.104256,FALSE,clumber,0.0525803,TRUE,26317,4090,,1.2,Chihuahua
